,REPORT,CATEGORY
691,"i like it . no , i hate it . no , i love it . . . hell , i dunno . ",0
692,this mess of a movie is nothing short of a travesty of a transvestite comedy . ,0
693,"it's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . ",0
694,a fifty car pileup of cliches . ,0
695,"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise . ",0
696,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story . ,0
697,"as an actor's showcase , hart's war has much to recommend it , even if the top-billed willis is not the most impressive player . as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired . ",0
698,"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine . ",0
699,"it's not hateful . it's simply stupid , irrelevant and deeply , truly , bottomlessly cynical . ",0
700,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another . ,0
701,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention . ",0
702,a rather tired exercise in nostalgia . ,0
703,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . ",0
704,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments . ",0
705,"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them . ",0
706,predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king . ,0
707,"a markedly inactive film , city is conversational bordering on confessional . ",0
708,"while kids will probably eat the whole thing up , most adults will be way ahead of the plot . ",0
709,its one-sidedness . . . flirts with propaganda . ,0
710,"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy . ",0
711,we've liked klein's other work but rollerball left us cold . ,0
712,"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they'd earn . they were right . ",0
713,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction . ",0
714,"offers no new insight on the matter , nor do its characters exactly spring to life . ",0
715,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant . ",0
716,"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it . ",0
717,"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum . ",0
718,"guy gets girl , guy loses girl , audience falls asleep . ",0
719,"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience . ",0
720,stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind . ,0
721,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally . ",0
722,it's pretentious in a way that verges on the amateurish . ,0
723,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom . ",0
724,it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch . ,0
725,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless . ",0
726,"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism . ",0
727,"the overall feel is not unlike watching a glorified episode of "" 7th heaven . "" ",0
728,just a kiss is a just a waste . ,0
729, . . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . ,0
730,"frankly , it's kind of insulting , both to men and women . and it's not that funny -- which is just generally insulting . ",0
731,"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition . ",0
732,a wretched movie that reduces the second world war to one man's quest to find an old flame . ,0
733,"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie . ",0
734,"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades . ",0
735,"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também . ",0
736,there's a reason why halftime is only fifteen minutes long . ,0
737,the talk-heavy film plays like one of robert altman's lesser works . ,0
738,as happily glib and vicious as its characters . ,0
739,one of those films that started with a great premise and then just fell apart . ,0
740, . . . a pretentious mess . . . ,0
741,"no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater . ",0
742,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set . ",0
743,[macdowell] ventures beyond her abilities several times here and reveals how bad an actress she is . ,0
744,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless . ",0
745,"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture . ",0
746,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention . ",0
747,"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability . ",0
748,it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and harder to understand her choices . ,0
749,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then . ",0
750,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',0
751,"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd . ",0
752,"an unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title . ",0
753,has all the right elements but completely fails to gel together . ,0
754,writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . ',0
755,"seagal ran out of movies years ago , and this is just the proof . ",0
756,"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it . ",0
757,an awkwardly garish showcase that diverges from anything remotely probing or penetrating . ,0
758,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set . ,0
759,"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it . ",0
760,pleasant but not more than recycled jock piffle . ,0
761, . . . the kind of movie you see because the theater has air conditioning . ,0
762,"with zoe clarke-williams's lackluster thriller "" new best friend "" , who needs enemies ? just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills . ",0
763,hip-hop prison thriller of stupefying absurdity . ,0
764,an uneven mix of dark satire and childhood awakening . ,0
765,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'",0
766,"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie . ",0
767,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged . ",0
768,"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable . ",0
769,like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz . ,0
770,"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short . ",0
771,"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer . ",0
772,"the emperor's club is one of those films that possesses all the good intentions in the world , but . . . ",0
773,"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '",0
774,a straight-ahead thriller that never rises above superficiality . ,0
775,glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel . ,0
776,"the re- enactments , however fascinating they may be as history , are too crude to serve the work especially well . ",0
777,eisenstein lacks considerable brio for a film about one of cinema's directorial giants . ,0
778,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ? ",0
779,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",0
780,serving sara is little more than a mall movie designed to kill time . ,0
781,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . ",0
782,a well-made but emotionally scattered film whose hero gives his heart only to the dog . ,0
783,the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter . ,0
784,the isolated moments of creative insanity finally are lost in the thin soup of canned humor . ,0
785,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling . ",0
786,the adventures of pluto nash is a whole lot of nada . ,0
787,a really good premise is frittered away in middle-of-the-road blandness . ,0
788,lawrence should stick to his day job . he's a better actor than a standup comedian . ,0
789,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie",0
790,a well made indieflick in need of some trims and a more chemistry between its stars . ,0
791,"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies ! ",0
792,"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy . ",0
793,tiresomely derivative and hammily acted . ,0
794,"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest . ",0
795,"the plot grows thin soon , and you find yourself praying for a quick resolution . ",0
796,too bad maggio couldn't come up with a better script . ,0
797,much of the cast is stiff or just plain bad . ,0
798,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories . ,0
799,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience . ",0
800,"witless , pointless , tasteless and idiotic . ",0
801,"not really a thriller so much as a movie for teens to laugh , groan and hiss at . ",0
802,as plain and pedestrian as catsup--,0
803,an improvement on the feeble examples of big-screen poke-mania that have preceded it . ,0
804,"i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary . ",0
805,your stomach for heaven depends largely on your appetite for canned corn . ,0
806,a picture as erratic as its central character . ,0
807,"whatever satire lucky break was aiming for , it certainly got lost in the "" soon-to-be-forgettable "" section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars",0
808,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic . ,0
809,"guys say mean things and shoot a lot of bullets . some of the characters die and others don't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares . ",0
810,wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . ,0
811,just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm . ,0
812,all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling . ,0
813,"much like its easily dismissive take on the upscale lifestyle , there isn't much there here . ",0
814,the film ultimately offers nothing more than people in an urban jungle needing other people to survive . . . ,0
815,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . ",0
816,"this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago . ",0
817,[a] rather thinly-conceived movie . ,0
818,a bit too eager to please . ,0
819,you'd be hard put to find a movie character more unattractive or odorous [than leon] . ,0
820,kapur's contradictory feelings about his material result in a movie that works against itself . ,0
821," "" the road paved with good intentions leads to the video store "" ",0
822,animated drivel meant to enhance the self-image of drooling idiots . ,0
823,so-so entertainment . ,0
824,one scene after another in this supposedly funny movie falls to the floor with a sickening thud . ,0
825,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ',0
826,"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making . ",0
827,"jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive . ",0
828,"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families . ",0
829,"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture . ",0
830,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore . ",0
831,an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic . ,0
832,the only thing i laughed at were the people who paid to see it . ,0
833,"all of the elements are in place for a great film noir , but director george hickenlooper's approach to the material is too upbeat . ",0
834,the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone . ,0
835,"the phone rings and a voice tells you you've got seven days left to live . then you get another phone call warning you that if the video isn't back at blockbuster before midnight , you're going to face frightening late fees . o . k . , not really . ",0
836,possibly the most irresponsible picture ever released by a major film studio . ,0
837,the film's overall mood and focus is interesting but constantly unfulfilling . ,0
838," . . . a cheap , ludicrous attempt at serious horror . ",0
839,those of you who are not an eighth grade girl will most likely doze off during this one . ,0
840,punitively affirmational parable . ,0
841,befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,0
842,"from beginning to end , this overheated melodrama plays like a student film . ",0
843,the movie would seem less of a trifle if ms . sugarman followed through on her defiance of the saccharine . ,0
844,it's just not very smart . ,0
845,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions . ",0
846,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma . ",0
847,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh . ",0
848,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping . ",0
849,"sadly , though many of the actors throw off a spark or two when they first appear , they can't generate enough heat in this cold vacuum of a comedy to start a reaction . ",0
850,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance . ,0
851,"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial . ",0
852,"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it's the worst movie i've seen this summer . ",0
853,it's drab . it's uninteresting . it squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt ! ,0
854,the movie keeps coming back to the achingly unfunny phonce and his several silly subplots . ,0
855,"this tale has been told and retold ; the races and rackets change , but the song remains the same . ",0
856,"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing . ",0
857,forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore . ,0
858,a film that should be relegated to a dark video store corner is somehow making its way instead to theaters . it's hard to imagine acting that could be any flatter . ,0
859,new ways of describing badness need to be invented to describe exactly how bad it is . ,0
860,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . ",0
861,"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . ",0
862,i suspect that there are more interesting ways of dealing with the subject . ,0
863,decent but dull . ,0
864,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative . ,0
865,an unintentional parody of every teen movie made in the last five years . ,0
866,"only for young children , if them . their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes . ",0
867,"for all its violence , the movie is remarkably dull with only caine making much of an impression . ",0
868,"no matter how firmly director john stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make . ",0
869,a sub-formulaic slap in the face to seasonal cheer . ,0
870,"the action is reasonably well-done . . . yet story , character and comedy bits are too ragged to ever fit smoothly together . ",0
871,"several uninteresting , unlikeable people do bad things to and with each other in "" unfaithful . "" why anyone who is not a character in this movie should care is beyond me . ",0
872,thin period piece . ,0
873,"hill looks to be going through the motions , beginning with the pale script . ",0
874,howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a buñuel retrospective . ,0
875,the best thing that can be said of the picture is that it does have a few cute moments . ,0
876,"it's not a bad premise , just a bad movie . ",0
877,an already thin story boils down to surviving invaders seeking an existent anti-virus . if only there were one for this kind of movie . ,0
878,"by the time the surprise ending is revealed , interest cannot be revived . ",0
879,"the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot . ",0
880,a peculiar misfire that even tunney can't save . ,0
881,"watching queen of the damned is like reading a research paper , with special effects tossed in . ",0
882,i can't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops . ,0
883,"too much of nemesis has a tired , talky feel . ",0
884,i felt trapped and with no obvious escape for the entire 100 minutes . ,0
885,"when mr . hundert tells us in his narration that 'this is a story without surprises , ' we nod in agreement . ",0
886,leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion . ,0
887,"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . ",0
888,each scene wreaks of routine ; the film never manages to generate a single threat of suspense . ,0
889,a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties . ,0
890,"borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy . ",0
891,"the film's lack of personality permeates all its aspects  from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed . ",0
892,works on the whodunit level as its larger themes get lost in the murk of its own making,0
893,crush could be the worst film a man has made about women since valley of the dolls . ,0
894,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",0
895,"feels like the work of someone who may indeed have finally aged past his prime . . . and , perhaps more than he realizes , just wants to be liked by the people who can still give him work . ",0
896,"trailer park magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all . ",0
897,[a] stuporously solemn film . ,0
898,viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it . ,0
899, . . . its stupidities wind up sticking in one's mind a lot more than the cool bits . ,0
900,sayles . . . once again strands his superb performers in the same old story . ,0
901,"the piano teacher , like its title character , is repellantly out of control . ",0
902,"i have to admit i walked out of runteldat . i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes . ",0
903,the filmmakers lack the nerve . . . to fully exploit the script's potential for sick humor . ,0
904,"the film wasn't preachy , but it was feminism by the book . ",0
905," . . . the same tired old gags , modernized for the extreme sports generation . there's already been too many of these films . . . ",0
906,"several of steven soderbergh's earlier films were hailed as the works of an artist . sadly , full frontal plays like the work of a dilettante . ",0
907,"clockstoppers is one of those crazy , mixed-up films that doesn't know what it wants to be when it grows up . ",0
908,"although bright , well-acted and thought-provoking , tuck everlasting suffers from a laconic pace and a lack of traditional action . ",0
909,"'the war of the roses , ' trailer-trash style . entertaining but like shooting fish in a barrel . ",0
910,"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over . ",0
911,"white hasn't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else . ",0
912,"when you resurrect a dead man , hard copy should come a-knocking , no ? ",0
913,"cattaneo should have followed the runaway success of his first film , the full monty , with something different . ",0
914,"the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe . ",0
915,this overproduced piece of dreck is shockingly bad and absolutely unnecessary . hmmmmight i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ? ,0
916,the makers of mothman prophecies succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad . ,0
917,"mr . deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor . ",0
918,how this one escaped the lifetime network i'll never know . ,0
919,couldn't someone take rob schneider and have him switch bodies with a funny person ? ,0
920,"one of these days hollywood will come up with an original idea for a teen movie , but until then there's always these rehashes to feed to the younger generations . ",0
921,"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0
922,i have to admit that i am baffled by jason x . ,0
923,a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0
924,"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who's apparently been forced by his kids to watch too many barney videos . ",0
925,this is a film living far too much in its own head . ,0
926,the umpteenth summer skinny dip in jerry bruckheimer's putrid pond of retread action twaddle . ,0
927,"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats . ",0
928,the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles . ,0
929,"dogtown is hollow , self-indulgent , and - worst of all - boring . ",0
930,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls . ,0
931,more of a career curio than a major work . ,0
932,"it's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain . ",0
933,"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy . ",0
934,"to be influenced chiefly by humanity's greatest shame , reality shows -- reality shows for god's sake ! -- is a crime that should be punishable by chainsaw . ",0
935,"taken as a whole , the tuxedo doesn't add up to a whole lot . ",0
936,as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit . ' the filmmakers might want to look it up . ,0
937,"a frustrating 'tweener' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls . ",0
938,"what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be . ",0
939,drowning's too good for this sucker . ,0
940,an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . ,0
941,"frankly , it's pretty stupid . i had more fun with ben stiller's zoolander , which i thought was rather clever . but there's plenty to offend everyone . . . ",0
942,love liza is a festival film that would have been better off staying on the festival circuit . ,0
943,"there are things to like about murder by numbers -- but , in the end , the disparate elements don't gel . ",0
944, . . . tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry . ,0
945,"quite frankly , i can't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out . ",0
946,"my precious new star wars movie is a lumbering , wheezy drag . . . ",0
947,the innocence of holiday cheer ain't what it used to be . ,0
948,"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one-of-a-kind work . ",0
949,horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists . ,0
950,"should have gone straight to video . it looks like an action movie , but it's so poorly made , on all levels , that it doesn't even qualify as a spoof of such . ",0
951,"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b . s . one another and put on a show in drag . ",0
952,consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire . ,0
953,"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop . ",0
954,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading . ",0
955,heavy with flabby rolls of typical toback machinations . ,0
956,"it is very difficult to care about the character , and that is the central flaw of the film . ",0
957,snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him,0
958,whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black . ,0
959,"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass's dirgelike score becomes a fang-baring lullaby . ",0
960,es triste tener que decirles que lo único grato de la cinta es el cuerpo desnudo de la heather . . . ,0
961,ends up offering nothing more than the latest schwarzenegger or stallone flick would . ,0
962,"the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get . ",0
963,charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing . ,0
964,"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special . ",0
965,parents beware ; this is downright movie penance . ,0
966," . . . a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i can't believe any viewer , young or old , would have a good time here . ",0
967,"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal's overweight and out of shape . ",0
968,a pathetically inane and unimaginative cross between xxx and vertical limit . ,0
969,"impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act . ",0
970,"feels at times like a giant commercial for universal studios , where much of the action takes place . ",0
971,"while the mystery unravels , the characters respond by hitting on each other . ",0
972,"britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction . ",0
973,every sequel you skip will be two hours gained . consider this review life-affirming . ,0
974,"if the movie were all comedy , it might work better . but it has an ambition to say something about its subjects , but not a willingness . ",0
975,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it . ",0
976,"twenty-three movies into a mostly magnificent directorial career , clint eastwood's efficiently minimalist style finally has failed him . big time . ",0
977,"this heist flick about young brooklyn hoods is off the shelf after two years to capitalize on the popularity of vin diesel , seth green and barry pepper . it should have stayed there . ",0
978,the film has a childlike quality about it . but the feelings evoked in the film are lukewarm and quick to pass . ,0
979,"the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine . ",0
980,"it's not a film to be taken literally on any level , but its focus always appears questionable . ",0
981,"big fat liar is little more than home alone raised to a new , self-deprecating level . ",0
982,"the movie is gorgeously made , but it is also somewhat shallow and art-conscious . ",0
983,the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers . ,0
984,"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness . ",0
985,"there's a delightfully quirky movie to be made from curling , but brooms isn't it . ",0
986,"the story suffers a severe case of oversimplification , superficiality and silliness . ",0
987,"chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie . ",0
988,too clever by about nine-tenths . ,0
989,"has all the hallmarks of a movie designed strictly for children's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting . ",0
990,well-meant but unoriginal . ,0
991,bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers . ,0
992,toward the end sum of all fears morphs into a mundane '70s disaster flick . ,0
993,"director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . ",0
994,"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed . ",0
995,this thing is just garbage . ,0
996,"as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable . ",0
997,"there must be an audience that enjoys the friday series , but i wouldn't be interested in knowing any of them personally . ",0
998,a bold ( and lovely ) experiment that will almost certainly bore most audiences into their own brightly colored dreams . ,0
999,"an uplifting , largely bogus story . ",0
1000,"an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance . ",0
1001,"if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? ) , or see some interesting storytelling devices , you might want to check it out , but there's nothing very attractive about this movie . ",0
1002,my own minority report is that it stinks . ,0
1003,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible . ,0
1004,"the script is high on squaddie banter , low on shocks . ",0
1005," . . . if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you're in for a painful ride . ",0
1006,"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . ",0
1007,"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering . . . may put off insiders and outsiders alike . ",0
1008,"[davis] wants to cause his audience an epiphany , yet he refuses to give us real situations and characters . ",0
1009,"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking . ",0
1010," . . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot . ",0
1011,"being unique doesn't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke . ",0
1012,"a few hours after you've seen it , you forget you've been to the movies . ",0
1013,odd and weird . ,0
1014,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . ",0
1015,"yes , i suppose it's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i didn't . ",0
