the_geom,stop_code,stop_id,stop_desc,stop_name,stop_lat,OBJECTID_1,stop_lon,ROUTE,ROUTENAME,DIRECTION,STREETNAME,CROSSSTREE,LABEL
POINT (-83.04138278137184 42.43373323556404),7MDWWB,4671,E 7 Mile Rd & Dwyer St,7 MILE & DWYER,42.433725,2683,-83.041379,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Dwyer St,4671 - Dwyer St / E 7 Mile Rd
POINT (-83.13878307971082 42.386651137428885),DVBREB,2832,W Davison & Broadstreet Ave,DAVISON & BROAD STREET,42.386643,1592,-83.138779,15,CHICAGO-D,EASTB0UND,W Davison,Broadstreet Ave,2832 - Broadstreet Ave / W Davison
POINT (-83.03995278089658 42.43337423555019),7MSTEB,4672,E 7 Mile Rd & Saint Louis Ave,7 MILE & ST LOUIS AVENUE,42.433366,2684,-83.039949,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Saint Louis Ave,4672 - Saint Louis Ave / E 7 Mile Rd
POINT (-83.13532307875691 42.38802613783133),DVPEEB,2833,W Davison & Petoskey Ave,DAVISON & PETOSKEY,42.388018,1593,-83.135319,15,CHICAGO-D,EASTB0UND,W Davison,Petoskey Ave,2833 - Petoskey Ave / W Davison
POINT (-83.03890078056979 42.43345323560316),7MMTEB,4673,E 7 Mile Rd & Mount Elliott Ave,7 MILE & MOUNT ELLIOTT,42.433445,2685,-83.038897,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Mount Elliott St,4673 - Mount Elliott St / E 7 Mile Rd
POINT (-83.0380797803326 42.433783235693795),7MFIWB,4677,E 7 Mile Rd & Filer St,7 MILE & FILER,42.433775,2686,-83.038076,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Filer St,4677 - Filer St / E 7 Mile Rd
POINT (-83.13586007893001 42.38811613782306),DVPEWB,2834,W Davison & Petoskey Ave,DAVISON & PETOSKEY,42.388108,1594,-83.135856,15,CHICAGO-D,WESTBOUND,W Davison,Petoskey Ave,2834 - Petoskey Ave / W Davison
POINT (-83.03408077907406 42.43384023585029),7MSHWB,4678,E 7 Mile Rd & Sherwood St,7 MILE & SHERWOOD,42.433832,2687,-83.034077,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Sherwood St,4678 - Sherwood St / E 7 Mile Rd
POINT (-83.13544807966827 42.398598139713236),DXBOSB,2835,Dexter Ave & Bourke St,DEXTER & BOURKE,42.39859,1595,-83.135444,16,DEXTER,SOUTHBOUN,Dexter Ave,Bourke St,2835 - Bourke St / Dexter Ave
POINT (-83.03263777860181 42.433588235856625),7MCOEB,4679,E 7 Mile Rd & Concord St,7 MILE & CONCORD,42.43358,2688,-83.032634,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Concord St,4679 - Concord St / E 7 Mile Rd
POINT (-83.13514207960121 42.398929139786176),DXBONB,2836,Dexter Ave & Bourke St,DEXTER & BOURKE,42.398921,1596,-83.135138,16,DEXTER,NORTHBOUN,Dexter Ave,Bourke St,2836 - Bourke St / Dexter Ave
POINT (-83.03192777839901 42.43390923594154),7MHEWB,4680,E 7 Mile Rd & Helen St,7 MILE & HELEN,42.433901,2689,-83.031924,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Helen St,4680 - Helen St / E 7 Mile Rd
POINT (-83.1487720852902 42.416877142370474),MCTUEB,2837,W Mcnichols Rd & Turner St,MC NICHOLS & TURNER,42.416869,1597,-83.148768,32,McNICHOLS,EASTBOUND,W Mcnichols Rd,Turner St,2837 - Turner St / W Mcnichols Rd
POINT (-83.03001977778412 42.43371923597626),7MCAEB,4681,E 7 Mile Rd & Carrie St,7 MILE & CARRIE,42.433711,2690,-83.030016,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Carrie St,4681 - Carrie St / E 7 Mile Rd
POINT (-83.15049208643003 42.42423914360562),CUWOWB,2838,Curtis St & Woodingham Dr,CURTIS & WOODINGHAM,42.424231,1598,-83.150488,16,DEXTER,NORTHBOUN,Curtis St,Woodingham Dr,2838 - Woodingham Dr / Curtis St
POINT (-83.14881608589948 42.424077143652816),CUSAEB,2839,Curtis St & Santa Barbara Dr,CURTIS & SANTA BARBARA,42.424069,1599,-83.148812,16,DEXTER,SOUTHBOUN,Curtis St,Santa Barbara Dr,2839 - Santa Barbara Dr / Curtis St
POINT (-83.02995777778057 42.433960236022806),7MROWB,4682,E 7 Mile Rd & Rogge St,7 MILE & ROGGE,42.433952,2691,-83.029954,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Rogge St,4682 - Rogge St / E 7 Mile Rd
POINT (-83.1479650850656 42.41717214245975),MCPEWB,2840,W Mcnichols Rd & Pennington Dr,MC NICHOLS & PENNINGTON,42.417164,1600,-83.147961,32,McNICHOLS,WESTBOUND,W Mcnichols Rd,Pennington Dr,2840 - Pennington Dr / W Mcnichols Rd
POINT (-83.02688877679903 42.43376923609971),7MPAEB,4683,E 7 Mile Rd & Packard St,7 MILE & PACKARD,42.433761,2692,-83.026885,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Packard St,4683 - Packard St / E 7 Mile Rd
POINT (-83.14604508445679 42.416974142511584),MCSAEB,2841,W Mcnichols Rd & San Juan Dr,MC NICHOLS & SAN JUAN,42.416966,1601,-83.146041,32,McNICHOLS,EASTBOUND,W Mcnichols Rd,San Juan Dr,2841 - San Juan Dr / W Mcnichols Rd
POINT (-83.02638677665362 42.4339652361541),7MSPWB,4684,E 7 Mile Rd & Spencer St,7 MILE & SPENCER,42.433957,2693,-83.026383,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Spencer St,4684 - Spencer St / E 7 Mile Rd
POINT (-83.14482208410159 42.41724214261497),MCMOWB,2842,W Mcnichols Rd & Monica St,MC NICHOLS & MONICA,42.417234,1602,-83.144818,32,McNICHOLS,WESTBOUND,W Mcnichols Rd,Monica St,2842 - Monica St / W Mcnichols Rd
POINT (-83.02449177604153 42.43375623618475),7MVDEB,4689,E 7 Mile Rd & Van Dyke St,7 MILE & VAN DYKE,42.433748,2694,-83.024488,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Van Dyke St,4689 - Van Dyke St / E 7 Mile Rd
POINT (-83.14269508342299 42.416973142663565),MCSAEB,2843,W Mcnichols Rd & Santa Rosa Dr,MC NICHOLS & SANTA ROSA,42.416965,1603,-83.142691,32,McNICHOLS,EASTBOUND,W Mcnichols Rd,Santa Rosa Dr,2843 - Santa Rosa Dr / W Mcnichols Rd
POINT (-83.02217877533614 42.434129236337796),7MTEWB,4690,E 7 Mile Rd & Terrell St,7 MILE & TERRELL,42.434121,2695,-83.022175,32,McNICHOLS,WESTBOUND,E 7 Mile Rd,Terrell St,4690 - Terrell St / E 7 Mile Rd
POINT (-83.14164308309836 42.41697314271133),MCSTEB,2844,W Mcnichols Rd & Stoepel St,MC NICHOLS & STOEPEL,42.416965,1604,-83.141639,32,McNICHOLS,EASTBOUND,W Mcnichols Rd,Stoepel St,2844 - Stoepel St / W Mcnichols Rd
POINT (-83.0207117748598 42.43393023635467),7MVEEB,4691,E 7 Mile Rd & Veach St,7 MILE & VEACH,42.433922,2696,-83.020708,32,McNICHOLS,EASTBOUND,E 7 Mile Rd,Veach St,4691 - Veach St / E 7 Mile Rd
POINT (-83.13539408012451 42.40432314073758),DXLONB,2845,Dexter Ave & John C Lodge Expy,DEXTER & LODGE FREEWAY,42.404315,1605,-83.13539,16,DEXTER,NORTHBOUN,Dexter Ave,John C Lodge Expy,2845 - John C Lodge Expy / Dexter Ave
POINT (-83.01815477406612 42.43413323648531),7MANWB,4692,E 7 Mile Rd & Antwerp St,7 MILE & ANTWERP,42.434125,2697,-83.018151,32,McNICHOLS,WESTBOUND,E 7 Mile Rd,Antwerp St,4692 - Antwerp St / E 7 Mile Rd
POINT (-83.13568708020601 42.404215140705),DXLOSB,2846,Dexter Ave & John C Lodge Expy,DEXTER & LODGE FREEWAY,42.404207,1606,-83.135683,16,DEXTER,SOUTHBOUN,Dexter Ave,John C Lodge Expy,2846 - John C Lodge Expy / Dexter Ave
POINT (-83.01780077394059 42.43392623646013),7MANEB,4693,E 7 Mile Rd & Antwerp St,7 MILE & ANTWERP,42.433918,2698,-83.017797,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,E Outer Dr,4693 - E Outer Dr / E 7 Mile Rd
POINT (-83.14799708566896 42.4243451437378),CUPEWB,2847,Curtis St & Pennington Dr,CURTIS & PENNINGTON,42.424337,1607,-83.147993,16,DEXTER,NORTHBOUN,Curtis St,Pennington Dr,2847 - Pennington Dr / Curtis St
POINT (-83.01205177212626 42.43393623667164),7MGUEB,4697,E 7 Mile Rd & Gruebner St,7 MILE & GRUEBNER,42.433928,2699,-83.012048,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Gruebner St,4697 - Gruebner St / E 7 Mile Rd
POINT (-83.01245477227378 42.43424123671309),7MGRWB,4698,E 7 Mile Rd & Gruebner St,7 MILE & GRUEBNER,42.434233,2700,-83.012451,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Gruebner St,4698 - Gruebner St / E 7 Mile Rd
POINT (-83.1463220851298 42.42407614376593),CUSAEB,2848,Curtis St & San Juan Dr,CURTIS & SAN JUAN,42.424068,1608,-83.146318,16,DEXTER,SOUTHBOUN,Curtis St,San Juan Dr,2848 - San Juan Dr / Curtis St
POINT (-83.01072977173621 42.43434623679525),7MALWB,4699,E 7 Mile Rd & Algonac Ave,7 MILE & ALGONAC,42.434338,2701,-83.010726,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Algonac Ave,4699 - Algonac Ave / E 7 Mile Rd
POINT (-83.14567308495171 42.42434414384323),CUPRWB,2849,Curtis St & Prairie St,CURTIS & PRAIRIE,42.424336,1609,-83.145669,16,DEXTER,NORTHBOUN,Curtis St,Prairie St,2849 - Prairie St / Curtis St
POINT (-83.0093107712768 42.43417423681543),7MBEEB,4700,E 7 Mile Rd & Beland Ave,7 MILE & BELAND,42.434166,2702,-83.009307,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Beland Ave,4700 - Beland Ave / E 7 Mile Rd
POINT (-83.14467108462037 42.42407614384089),CUMOEB,2850,Curtis Ave & Monica St,CURTIS & MONICA,42.424068,1610,-83.144667,16,DEXTER,SOUTHBOUN,Curtis Ave,Monica St,2850 - Monica St / Curtis Ave
POINT (-83.00814877093359 42.43453023692328),7MTEWB,4701,E 7 Mile Rd & Teppert Ave,7 MILE & TEPPERT,42.434522,2703,-83.008145,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Teppert Ave,4701 - Teppert Ave / E 7 Mile Rd
POINT (-83.14348408428285 42.424424143956934),CUSAWB,2851,Curtis Ave & Santa Rosa Dr,CURTIS & SANTA ROSA,42.424416,1611,-83.14348,16,DEXTER,NORTHBOUN,Curtis Ave,Santa Rosa Dr,2851 - Santa Rosa Dr / Curtis Ave
POINT (-83.00688877051896 42.43427723692262),7MRUEB,4702,E 7 Mile Rd & Runyon St,7 MILE & RUNYON,42.434269,2704,-83.006885,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Runyon St,4702 - Runyon St / E 7 Mile Rd
POINT (-83.14135608360246 42.42413714400238),LVCUSB,2852,Livernois Ave & Curtis Ave,LIVERNOIS & CURTIS,42.424129,1612,-83.141352,30,LIVERNOIS,SOUTHBOUN,Livernois Ave,Curtis Ave,2852 - Curtis Ave / Livernois Ave
POINT (-83.00205776899388 42.43427923709918),7LANEB,4703,E 7 Mile Rd & Annott St,7 MILE & ANNOTT,42.434271,2705,-83.002054,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Annott St,4703 - Annott St / E 7 Mile Rd
POINT (-83.14176008375227 42.42444114403828),CULIWB,2853,Curtis Ave & Livernois Ave,CURTIS & LIVERNOIS,42.424433,1613,-83.141756,16,DEXTER,NORTHBOUN,Curtis Ave,Livernois Ave,2853 - Livernois Ave / Curtis Ave
POINT (-83.14102608353458 42.42454814409067),LVCUBN,2854,Livernois Ave & Curtis Ave,LIVERNOIS & CURTIS,42.42454,1614,-83.141022,30,LIVERNOIS,NORTHBOUN,Livernois Ave,Curtis Ave,2854 - Curtis Ave / Livernois Ave
POINT (-83.02429077610535 42.43567023654416),VASUNB,4704,Van Dyke St & Suzanne St,VAN DYKE & SUZANNE,42.435662,2706,-83.024287,10,CHENE,NORTHBOUN,Van Dyke St,Suzanne St,4704 - Suzanne St / Van Dyke St
POINT (-83.1413930836212 42.42422614401658),CULIEB,2855,Curtis Ave & Livernois Ave,CURTIS & LIVERNOIS,42.424218,1615,-83.141389,16,DEXTER,SOUTHBOUN,Curtis Ave,Livernois Ave,2855 - Livernois Ave / Curtis Ave
POINT (-83.02458477619642 42.43564423652865),VASUSB,4705,Van Dyke St & Emery Ave,VAN DYKE & SUZANNE,42.435636,2707,-83.024581,10,CHENE,SOUTHBOUN,VAN DYKE,SUZANNE,4705 - SUZANNE / VAN DYKE
POINT (-83.21803010564831 42.40472913705537),SOMINB,2857,Southfield Fwy & Midland Ave,SOUTHFIELD & MIDLAND,42.404721,1616,-83.218026,39,PURITAN,EASTBOUND,Southfield Fwy,Midland Ave,2857 - Midland Ave / Southfield Fwy
POINT (-83.0242247762273 42.43781723694155),VABLNB,4706,Van Dyke St & Bliss St,VAN DYKE & BLISS,42.437809,2708,-83.024221,10,CHENE,NORTHBOUN,Van Dyke St,Bliss St,4706 - Bliss St / Van Dyke St
POINT (-83.21944810606112 42.40443413693828),SOMISB,2858,Southfield Fwy & Midland St,SOUTHFIELD & MIDLAND,42.404426,1617,-83.219444,39,PURITAN,WESTBOUND,Southfield Fwy,Midland St,2858 - Midland St / Southfield Fwy
POINT (-83.02451777631386 42.437728236914495),VABLSB,4707,Van Dyke St & Yolanda St,VAN DYKE & BLISS,42.43772,2709,-83.024514,10,CHENE,SOUTHBOUN,Van Dyke St,Emery Ave,4707 - Emery Ave / Van Dyke St
POINT (-83.218116105826 42.40655413737698),SOPINB,2859,Southfield Fwy & Pilgrim Ave,SOUTHFIELD & PILGRIM,42.406546,1618,-83.218112,39,PURITAN,EASTBOUND,Southfield Fwy,Pilgrim Ave,2859 - Pilgrim Ave / Southfield Fwy
POINT (-82.99985576831627 42.43454423722816),7MDRWB,4708,E 7 Mile Rd & Dresden St,7 MILE & DRESDEN,42.434536,2710,-82.999852,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Dresden St,4708 - Dresden St / E 7 Mile Rd
POINT (-83.21955810624401 42.40623213725393),SOPISB,2860,Southfield Fwy & Pilgrim St,SOUTHFIELD & PILGRIM,42.406224,1619,-83.219554,39,PURITAN,WESTBOUND,Southfield Fwy,Pilgrim St,2860 - Pilgrim St / Southfield Fwy
POINT (-82.99871876793931 42.43427423721994),7MSTEB,4709,E 7 Mile Rd & Strasburg St,7 MILE & STRASBURG,42.434266,2711,-82.998715,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Strasburg St,4709 - Strasburg St / E 7 Mile Rd
POINT (-83.21812810598306 42.408405137706524),SOPUNB,2861,Southfield Fwy & Puritan St,SOUTHFIELD & PURITAN,42.408397,1620,-83.218124,46,SOUTHFIEL,NORTHBOUN,Southfield Fwy,Puritan St,2861 - Puritan St / Southfield Fwy
POINT (-82.99581976703084 42.43437723734457),7MBAEB,4711,E 7 Mile Rd & Barlow St,7 MILE & BARLOW,42.434369,2712,-82.995816,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Barlow St,4711 - Barlow St / E 7 Mile Rd
POINT (-83.21782310586231 42.408083137663006),PRSOEB,2862,Puritan Ave & Southfield Fwy,PURITAN & SOUTHFIELD,42.408075,1621,-83.217819,39,PURITAN,EASTBOUND,Puritan Ave,Southfield Fwy,2862 - Southfield Fwy / Puritan Ave
POINT (-82.99512176682818 42.43464423741914),7MWAWB,4712,E 7 Mile Rd & Waltham St,7 MILE & WALTHAM,42.434636,2713,-82.995118,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Waltham St,4712 - Waltham St / E 7 Mile Rd
POINT (-82.99366676635088 42.434374237422524),7MGOEB,4713,E 7 Mile Rd & Goulburn St,7 MILE & GOULBURN,42.434366,2714,-82.993663,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Goulburn St,4713 - Goulburn St / E 7 Mile Rd
POINT (-83.21965710642785 42.40808313757955),SOPUSB,2863,Southfield Fwy & Puritan Ave,SOUTHFIELD & PURITAN,42.408075,1622,-83.219653,39,PURITAN,WESTBOUND,Southfield Fwy,Puritan Ave,2863 - Puritan Ave / Southfield Fwy
POINT (-82.99267576605565 42.43464023750758),7MWEWB,4714,E 7 Mile Rd & Westphalia St,7 MILE & WESTPHALIA,42.434632,2715,-82.992672,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Westphalia St,4714 - Westphalia St / E 7 Mile Rd
POINT (-83.21695510562203 42.40841413776152),PRARWB,2864,Puritan St & Archdale St,PURITAN & ARCHDALE,42.408406,1623,-83.216951,39,PURITAN,WESTBOUND,Puritan St,Archdale St,2864 - Archdale St / Puritan St
POINT (-82.99097576550805 42.43447723753951),7MFAEB,4715,E 7 Mile Rd & Fairport St,7 MILE & FAIRPORT,42.434469,2716,-82.990972,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Fairport St,4715 - Fairport St / E 7 Mile Rd
POINT (-83.2164531054495 42.408200137746206),PRAREB,2865,Puritan St & Archdale St,PURITAN & ARCHDALE,42.408192,1624,-83.216449,39,PURITAN,EASTBOUND,Puritan St,Archdale St,2865 - Archdale St / Puritan St
POINT (-82.99010676525141 42.4347442376203),7MJOWB,4716,E 7 Mile Rd & Joann St,7 MILE & JOANN,42.434736,2717,-82.990103,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Joann St,4716 - Joann St / E 7 Mile Rd
POINT (-83.21444810485123 42.40844213788057),PROAWB,2866,Puritan St & Oakfield St,PURITAN & OAKFIELD,42.408434,1625,-83.214444,39,PURITAN,WESTBOUND,Puritan St,Oakfield St,2866 - Oakfield St / Puritan St
POINT (-82.98868776479249 42.43458023764186),7MALEB,4717,E 7 Mile Rd & Alcoy St,7 MILE & ALCOY,42.434572,2718,-82.988684,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Alcoy St,4717 - Alcoy St / E 7 Mile Rd
POINT (-83.21479110493473 42.40817313781701),PROAEB,2867,Puritan St & Oakfield St,PURITAN & OAKFIELD,42.408165,1626,-83.214787,39,PURITAN,EASTBOUND,Puritan St,Oakfield St,2867 - Oakfield St / Puritan St
POINT (-82.98790476456186 42.43483023771636),7MHIWB,4718,E 7 Mile Rd & Hickory St,7 MILE & HICKORY,42.434822,2719,-82.987901,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Hickory St,4718 - Hickory St / E 7 Mile Rd
POINT (-83.21273610430399 42.40820913791694),PRLIEB,2868,Puritan St & Lindsay St,PURITAN & LINDSAY,42.408201,1627,-83.212732,39,PURITAN,EASTBOUND,Puritan St,Lindsay St,2868 - Lindsay St / Puritan St
POINT (-82.98499276364679 42.43489623783462),SC7MNB,4719,Schoenherr St & E 7 Mile Rd,SCHOENHERR & 7 MILE,42.434888,2720,-82.984989,9,CHALMERS,NORTHBOUN,Schoenherr St,E 7 Mile Rd,4719 - E 7 Mile Rd / Schoenherr St
POINT (-83.21224710417832 42.40851313799337),PRGIWB,2869,Puritan St & Gilchrist St,PURITAN & GILCHRIST,42.408505,1628,-83.212243,39,PURITAN,WESTBOUND,Puritan St,Gilchrist St,2869 - Gilchrist St / Puritan St
POINT (-83.21063310366065 42.40827213802379),PRBIEB,2870,Puritan Ave & Biltmore St,PURITAN & BILTMORE,42.408264,1629,-83.210629,39,PURITAN,EASTBOUND,Puritan Ave,Biltmore St,2870 - Biltmore St / Puritan Ave
POINT (-82.98529876374641 42.43494223783193),7MSCWB,4721,E 7 Mile Rd & Schoenherr St,7 MILE & SCHOENHERR,42.434934,2721,-82.985295,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Schoenherr St,4721 - Schoenherr St / E 7 Mile Rd
POINT (-83.21012010352472 42.40854113809507),PRFEWB,2871,Puritan Ave & Ferguson St,PURITAN & FERGUSON,42.408533,1630,-83.210116,39,PURITAN,WESTBOUND,Puritan Ave,Ferguson St,2871 - Ferguson St / Puritan Ave
POINT (-82.98488376359754 42.434673237797554),7MSCEB,4722,E 7 Mile Rd & Schoenherr St,7 MILE & SCHOENHERR,42.434665,2722,-82.98488,9,CHALMERS,SOUTHBOUN,E 7 Mile Rd,Schoenherr St,4722 - Schoenherr St / E 7 Mile Rd
POINT (-83.2086771030604 42.40830813811919),PRASEB,2872,Puritan St & Asbury Park,PURITAN & ASBURY PARK,42.4083,1631,-83.208673,39,PURITAN,EASTBOUND,Puritan St,Asbury Park,2872 - Asbury Park / Puritan St
POINT (-82.98351276318641 42.43500123790786),7MREWB,4723,E 7 Mile Rd & Reno St,7 MILE & RENO,42.434993,2723,-82.983509,9,CHALMERS,NORTHBOUN,E 7 Mile Rd,Reno St,4723 - Reno St / E 7 Mile Rd
POINT (-83.20817610293035 42.40860313819458),PRMUWB,2873,Puritan St & Murray Hill St,PURITAN & MURRAY HILL,42.408595,1632,-83.208172,39,PURITAN,WESTBOUND,Puritan St,Murray Hill St,2873 - Murray Hill St / Puritan St
POINT (-82.98258376287815 42.43477623790033),7MREEB,4724,E 7 Mile Rd & Reno St,7 MILE & RENO,42.434768,2724,-82.98258,9,CHALMERS,SOUTHBOUN,E 7 Mile Rd,Reno St,4724 - Reno St / E 7 Mile Rd
POINT (-83.20645210237942 42.408371138231644),PRSTEB,2874,Puritan St & Saint Marys St,PURITAN & ST MARYS,42.408363,1633,-83.206448,39,PURITAN,EASTBOUND,Puritan St,Saint Marys St,2874 - Saint Marys St / Puritan St
POINT (-82.98091976237508 42.43511323802297),7MHOWB,4726,E 7 Mile Rd & Verona St,7 MILE & HOYT,42.435105,2725,-82.980916,9,CHALMERS,NORTHBOUN,E 7 Mile Rd,Verona St,4726 - Verona St / E 7 Mile Rd
POINT (-83.20579210219807 42.40863913830947),PRMAWB,2875,Puritan St & Mansfield St,PURITAN & MANSFIELD,42.408631,1634,-83.205788,39,PURITAN,WESTBOUND,Puritan St,Mansfield St,2875 - Mansfield St / Puritan St
POINT (-82.97541476063853 42.43514023822843),7MCMWB,4728,E 7 Mile Rd & Chalmers St,7 MILE & CHALMERS,42.435132,2726,-82.975411,9,CHALMERS,NORTHBOUN,E 7 Mile Rd,Chalmers St,4728 - Chalmers St / E 7 Mile Rd
POINT (-83.20434910173086 42.40837113832729),PRRUEB,2876,Puritan St & Rutherford St,PURITAN & RUTHERFORD,42.408363,1635,-83.204345,39,PURITAN,EASTBOUND,Puritan St,Rutherford St,2876 - Rutherford St / Puritan St
POINT (-82.97274875979936 42.435180238332904),7MCEEB,4729,E 7 Mile Rd & Celestine St,7 MILE & CELESTINE,42.435172,2727,-82.972745,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Celestine St,4729 - Celestine St / E 7 Mile Rd
POINT (-83.20323610140974 42.40863913842573),PRPRWB,2877,Puritan St & Prevost St,PURITAN & PREVOST,42.408631,1636,-83.203232,39,PURITAN,WESTBOUND,Puritan St,Prevost St,2877 - Prevost St / Puritan St
POINT (-82.97546476063474 42.43484523817234),CM7MSB,4730,Chalmers St & E 7 Mile Rd,CHALMERS & 7 MILE,42.434837,2728,-82.975461,9,CHALMERS,SOUTHBOUN,E 7 Mile Rd,Chalmers St,4730 - Chalmers St / E 7 Mile Rd
POINT (-82.97190375954901 42.43542923840948),7MMOWB,4732,E 7 Mile Rd & Monarch St,7 MILE & MONARCH,42.435421,2729,-82.9719,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Monarch St,4732 - Monarch St / E 7 Mile Rd
POINT (-83.20170810091628 42.408371138447386),PRFOEB,2878,Puritan Ave & Forrer St,PURITAN & FORRER,42.408363,1637,-83.201704,39,PURITAN,EASTBOUND,Puritan Ave,Forrer St,2878 - Forrer St / Puritan Ave
POINT (-82.9701557589802 42.435175238426375),7MMCEB,4733,E 7 Mile Rd & Maccrary St,7 MILE & MC CRARY,42.435167,2730,-82.970152,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Maccrary St,4733 - Maccrary St / E 7 Mile Rd
POINT (-83.20095010070473 42.40863913852966),PRWIWB,2879,Puritan Ave & Winthrop St,PURITAN & WINTHROP,42.408631,1638,-83.200946,39,PURITAN,WESTBOUND,Puritan Ave,Winthrop St,2879 - Winthrop St / Puritan Ave
POINT (-82.96591075765346 42.43538323861922),7MHXWB,4734,E 7 Mile Rd & Hayes St,7 MILE & HAYES,42.435375,2731,-82.965907,45,SEVEN MIL,WESTBOUND,E 7 Mile Rd,Queen St,4734 - Queen St / E 7 Mile Rd
POINT (-83.19918910016166 42.40864013860993),PRGRWB,2880,Puritan St & Greenfield Rd,PURITAN & GREENFIELD,42.408632,1639,-83.199185,39,PURITAN,WESTBOUND,Puritan St,Greenfield Rd,2880 - Greenfield Rd / Puritan St
POINT (-82.96770875820779 42.435180238516445),7MQUEB,4735,E 7 Mile Rd & Queen St,7 MILE & QUEEN,42.435172,2732,-82.967705,45,SEVEN MIL,EASTBOUND,E 7 Mile Rd,Queen St,4735 - Queen St / E 7 Mile Rd
POINT (-83.19917710012162 42.408201138532135),GFPUSB,2881,Greenfield Rd & Puritan St,GREENFIELD & PURITAN,42.408193,1640,-83.199173,22,GREENFIEL,SOUTHBOUN,Greenfield Rd,Puritan St,2881 - Puritan St / Greenfield Rd
POINT (-82.96069575585636 42.43311923839238),MRSASB,4736,Morang Dr & Saratoga St,MORANG & SARATOGA,42.433111,2733,-82.960692,45,SEVEN MIL,EASTBOUND,Morang Dr,Saratoga St,4736 - Saratoga St / Morang Dr
POINT (-83.19888410008309 42.40882713865714),GFPUNB,2882,Greenfield Rd & Puritan St,GREENFIELD & PURITAN,42.408819,1641,-83.19888,22,GREENFIEL,NORTHBOUN,Greenfield Rd,Puritan St,2882 - Puritan St / Greenfield Rd
POINT (-82.96103375603435 42.43419323857778),MOEANB,4737,Morang Dr & Eastwood St,MORANG & EASTWOOD,42.434185,2734,-82.96103,45,SEVEN MIL,WESTBOUND,Morang Dr,Eastwood St,4737 - Eastwood St / Morang Dr
POINT (-83.19876110000736 42.408371138581415),PRGREB,2883,Puritan St & Greenfield Rd,PURITAN & GREENFIELD,42.408363,1642,-83.198757,39,PURITAN,EASTBOUND,Puritan St,Greenfield Rd,2883 - Greenfield Rd / Puritan St
POINT (-82.95738275454401 42.429106237774306),MOKENB,4738,Morang Dr & Kelly Rd,MORANG & KELLY,42.429098,2735,-82.957379,45,SEVEN MIL,WESTBOUND,Morang Dr,Kelly Rd,4738 - Kelly Rd / Morang Dr
POINT (-83.19701309949716 42.40872013872311),PRWHWB,2885,Puritan St & Whitcomb St,PURITAN & WHITCOMB,42.408712,1643,-83.197009,39,PURITAN,WESTBOUND,Puritan St,Whitcomb St,2885 - Whitcomb St / Puritan St
POINT (-83.19519109891739 42.40850513876762),PRSUEB,2886,Puritan St & Sussex Ave,PURITAN & SUSSEX,42.408497,1644,-83.195187,39,PURITAN,EASTBOUND,Puritan St,Sussex Ave,2886 - Sussex Ave / Puritan St
POINT (-82.95724875447736 42.4287392377116),MOKESB,4739,Morang Ave & Kelly Rd,MORANG & KELLY,42.428731,2736,-82.957245,45,SEVEN MIL,EASTBOUND,Morang Ave,Kelly Rd,4739 - Kelly Rd / Morang Ave
POINT (-83.19440909870285 42.40882713886062),PRCOWB,2887,Puritan St & Coyle St,PURITAN & COYLE,42.408819,1645,-83.194405,39,PURITAN,WESTBOUND,Puritan St,Coyle St,2887 - Coyle St / Puritan St
